Position,Environment,Site,Logger ID,Month,Coverage,d1_0cm_mean,d1_0cm_DTR,d2_0cm_mean,d2_0cm_DTR,d3_0cm_mean,d3_0cm_DTR,d4_0cm_mean,d4_0cm_DTR,d5_0cm_mean,d5_0cm_DTR,d6_0cm_mean,d6_0cm_DTR,d7_0cm_mean,d7_0cm_DTR,d8_0cm_mean,d8_0cm_DTR,d9_0cm_mean,d9_0cm_DTR,d10_0cm_mean,d10_0cm_DTR,d11_0cm_mean,d11_0cm_DTR,d1_5cm_mean,d1_5cm_DTR,d2_5cm_mean,d2_5cm_DTR,d3_5cm_mean,d3_5cm_DTR,d4_5cm_mean,d4_5cm_DTR,d5_5cm_mean,d5_5cm_DTR,d6_5cm_mean,d6_5cm_DTR,d7_5cm_mean,d7_5cm_DTR,d8_5cm_mean,d8_5cm_DTR,d9_5cm_mean,d9_5cm_DTR,d10_5cm_mean,d10_5cm_DTR,d11_5cm_mean,d11_5cm_DTR,d1_10cm_mean,d1_10cm_DTR,d2_10cm_mean,d2_10cm_DTR,d3_10cm_mean,d3_10cm_DTR,d4_10cm_mean,d4_10cm_DTR,d5_10cm_mean,d5_10cm_DTR,d6_10cm_mean,d6_10cm_DTR,d7_10cm_mean,d7_10cm_DTR,d8_10cm_mean,d8_10cm_DTR,d9_10cm_mean,d9_10cm_DTR,d10_10cm_mean,d10_10cm_DTR,d11_10cm_mean,d11_10cm_DTR,d1_15cm_mean,d1_15cm_DTR,d2_15cm_mean,d2_15cm_DTR,d3_15cm_mean,d3_15cm_DTR,d4_15cm_mean,d4_15cm_DTR,d5_15cm_mean,d5_15cm_DTR,d6_15cm_mean,d6_15cm_DTR,d7_15cm_mean,d7_15cm_DTR,d8_15cm_mean,d8_15cm_DTR,d9_15cm_mean,d9_15cm_DTR,d10_15cm_mean,d10_15cm_DTR,d11_15cm_mean,d11_15cm_DTR,d1_20cm_mean,d1_20cm_DTR,d2_20cm_mean,d2_20cm_DTR,d3_20cm_mean,d3_20cm_DTR,d4_20cm_mean,d4_20cm_DTR,d5_20cm_mean,d5_20cm_DTR,d6_20cm_mean,d6_20cm_DTR,d7_20cm_mean,d7_20cm_DTR,d8_20cm_mean,d8_20cm_DTR,d9_20cm_mean,d9_20cm_DTR,d10_20cm_mean,d10_20cm_DTR,d11_20cm_mean,d11_20cm_DTR,d1_underground_mean,d1_underground_DTR,d2_underground_mean,d2_underground_DTR,d3_underground_mean,d3_underground_DTR,d4_underground_mean,d4_underground_DTR,d5_underground_mean,d5_underground_DTR,d6_underground_mean,d6_underground_DTR,d7_underground_mean,d7_underground_DTR,d8_underground_mean,d8_underground_DTR,d9_underground_mean,d9_underground_DTR,d10_underground_mean,d10_underground_DTR,d11_underground_mean,d11_underground_DTR
2_Edge,Edge,2,3860,February,81.38,11.48572917,1.03,8.029791667,6.05,6.003229167,3.99,8.2878125,5.2,10.24510417,5.4,14.30375,14.54,14.1434375,6.14,11.42916667,3.48,13.1440625,7.21,15.4909375,10.98,13.25760417,10.77,11.64333333,0.77,9.4509375,4.25,7.170104167,1.93,8.660625,2.53,10.35802083,2.18,13.29760417,2.65,14.13770833,3.47,11.81145833,1.85,13.10364583,2.36,14.81927083,2.62,14.02802083,4.42,11.6625,0.81,10.7059375,2.53,8.7146875,0.99,9.265416667,0.9,10.4296875,0.91,12.44427083,2.1,13.68927083,1.5,12.17041667,0.9,12.929375,0.77,14.10239583,1.93,14.06020833,1.97,11.80854167,0.69,11.4190625,1.5,9.8965625,0.99,9.905833333,0.43,10.64229167,0.73,12.05114583,1.67,13.3396875,1.41,12.50375,0.82,12.8590625,0.68,13.6903125,1.37,13.95864583,0.98,11.94770833,0.52,11.85489583,0.9,10.76989583,0.9,10.47489583,0.21,10.87625,0.51,11.80885417,1.25,12.96666667,1.33,12.6865625,0.68,12.77520833,0.55,13.37208333,0.9,13.76416667,0.47,11.76552083,0.6975,10.85770833,2.295,9.1378125,1.2025,9.576692708,1.0175,10.5765625,1.0825,12.40046875,1.9175,13.53333333,1.9275,12.29304688,1.0625,12.91682292,1.09,13.99601562,1.705,13.95276042,1.96
2_Forest,Forest,2,3865,June,96.86,23.111875,4.25,24.45427083,6,23.79708333,6.52,22.46979167,1.5,22.77177083,3.9,23.011875,4.76,24.02895833,5.4,23.59458333,4.29,22.27822917,4.38,22.79270833,5.66,23.79625,3.61,22.97916667,1.46,23.7115625,1.55,23.67760417,2.36,22.58385417,0.47,22.7903125,0.85,22.94614583,1.59,23.53958333,1.76,23.50354167,1.24,22.56916667,1.11,22.86322917,1.71,23.3278125,1.07,22.86770833,1.2,23.39208333,1.33,23.51125,1.51,22.63239583,0.3,22.74572917,0.6,22.8596875,1.08,23.32927083,1.33,23.3715625,0.73,22.7484375,1.03,22.84239583,1.07,23.17125,0.95,22.64208333,1.24,22.950625,1.03,23.19072917,0.81,22.59833333,0.39,22.61354167,0.39,22.68666667,0.64,23.01916667,0.99,23.120625,0.64,22.8346875,1.12,22.7225,0.68,22.9303125,0.73,22.09010417,0.94,22.315625,0.68,22.60072917,0.51,22.26666667,0.39,22.21260417,0.22,22.26645833,0.38,22.49760417,0.64,22.64260417,0.78,22.61458333,1.07,22.40229167,0.43,22.50927083,0.51,22.64476562,1.21,23.09247396,1.1475,23.24507813,1.2975,22.5203125,0.3875,22.59054687,0.515,22.68973958,0.9225,23.09640625,1.18,23.15958333,0.8475,22.69171875,1.0825,22.70760417,0.9725,22.98466146,0.815
2_Forest,Forest,2,3865,April_1,89.95,15.27114583,10.3,17.89354167,14.63,17.68489583,7.6,18.70375,7.2,20.33166667,6.22,20.52322917,8.06,20.85875,11.02,21.26760417,11.33,20.2265625,3.86,19.57770833,2.49,17.10333333,3.09,15.55239583,5.06,16.96739583,3.22,17.20114583,2.53,17.80416667,1.72,19.173125,1.63,19.87260417,2.05,20.29635417,3.52,20.72020833,3.99,19.9684375,1.45,19.514375,1.03,17.8765625,2.58,15.48458333,2.91,16.5459375,2.66,16.9440625,1.59,17.45197917,0.98,18.63541667,1.41,19.43229167,1.37,19.88958333,2.01,20.28677083,2.44,19.73041667,0.86,19.3825,0.68,18.16739583,2.01,15.39197917,1.59,16.091875,2.02,16.59958333,1.12,17.02052083,0.95,17.97333333,1.24,18.85677083,1.46,19.30364583,1.11,19.67864583,1.72,19.38041667,0.52,19.1503125,0.43,18.3134375,1.55,15.15447917,0.85,15.610625,1.2,16.11822917,0.73,16.48166667,0.69,17.2040625,0.94,18.01822917,0.86,18.4709375,0.77,18.84302083,0.99,18.7496875,0.35,18.63645833,0.25,18.19989583,0.94,15.39585938,2.6025,16.30395833,2.275,16.71575521,1.4925,17.18958333,1.085,18.24648438,1.305,19.04497396,1.435,19.49013021,1.8525,19.88216146,2.285,19.45723958,0.795,19.17091146,0.5975,18.13932292,1.77
2_Forest,Forest,2,3865,May,93.82,19.45447917,11.8,21.33614583,11.37,21.71072917,11.06,21.29802083,4.72,21.94927083,7.55,21.84270833,4.93,22.36364583,4.2,22.41760417,4.94,22.67125,4.12,22.249375,6.82,22.52520833,3.39,18.57229167,2.49,20.18322917,2.31,20.86114583,2.19,20.88822917,1.5,21.37364583,1.84,21.59854167,1.46,21.85041667,1.2,22.1271875,1.72,22.273125,1.54,22.14802083,2.36,22.31979167,1.33,18.33489583,2.19,19.77104167,2.01,20.51916667,1.46,20.64760417,0.94,21.07875,1.16,21.37927083,1.16,21.58520833,0.82,21.88041667,1.11,22.02354167,0.99,22.00854167,1.54,22.11104167,0.9,18.0578125,1.72,19.26885417,1.55,20.04541667,1.07,20.27989583,0.82,20.65645833,0.9,21.05552083,1.12,21.18895833,0.69,21.50427083,0.77,21.65302083,0.69,21.730625,0.9,21.77010417,0.77,17.7684375,1.07,18.649375,1.11,19.3921875,0.82,19.70114583,0.55,20.04541667,0.6,20.42270833,0.81,20.57416667,0.47,20.878125,0.55,21.03552083,0.56,21.16447917,0.51,21.1909375,0.47,18.18335938,1.8675,19.468125,1.745,20.20447917,1.385,20.37921875,0.9525,20.78856771,1.125,21.11401042,1.1375,21.2996875,0.795,21.5975,1.0375,21.74630208,0.945,21.76291667,1.3275,21.84796875,0.8675
2_Forest,Forest,2,3865,April_2,94.92,15.91125,7.51,16.75041667,9.65,18.37427083,8.2,17.91135417,5.1,16.75239583,5.66,19.13416667,3.69,19.30375,4.16,20.33020833,4.81,19.68802083,7.55,17.28010417,3.04,18.9196875,5.24,17.21895833,4.24,16.83729167,3.26,17.844375,2.06,17.94875,1.97,17.06291667,2.36,18.3328125,1.72,18.99,0.95,19.77916667,1.63,19.82604167,3.65,17.334375,1.29,18.590625,1.29,17.64895833,3.18,16.9825,2.14,17.68166667,1.89,17.9134375,1.37,17.2328125,1.68,18.05197917,1.54,18.8375,0.56,19.50270833,1.11,19.76135417,2.49,17.55666667,0.82,18.53989583,0.86,17.944375,2.19,17.1275,1.29,17.51291667,1.46,17.798125,0.77,17.35895833,1.07,17.75177083,1.25,18.521875,0.64,19.09677083,0.99,19.54197917,1.63,17.74239583,0.82,18.39614583,0.73,17.9203125,1.37,17.14760417,0.73,17.2596875,0.85,17.52385417,0.56,17.29625,0.68,17.41177083,0.77,18.05604167,0.6,18.51541667,0.68,19.05635417,1.03,17.91302083,0.81,18.15020833,0.48,17.68315104,2.745,17.02372396,1.855,17.57466146,1.565,17.79604167,1.1675,17.23773438,1.4475,17.88708333,1.32,18.60135417,0.6875,19.22351563,1.1025,19.54643229,2.2,17.63661458,0.935,18.41921875,0.84
2_Forest,Forest,2,3865,February,91.81,11.4390625,0.47,8.319895833,5.36,6.114791667,3.09,8.221666667,3.77,10.070625,4.12,13.12822917,3.77,13.67385417,3.86,11.49135417,2.23,12.77875,4.08,14.53822917,4.03,12.94864583,7.5,11.50020833,0.9,10.273125,2.84,8.115208333,1.07,8.891458333,1.15,10.17166667,0.9,12.08979167,2.06,13.34770833,1.5,11.85572917,0.81,12.62760417,0.77,13.775,1.63,13.49,2.62,11.58791667,0.86,10.80885417,2.14,8.924375,1.12,9.31,0.86,10.32791667,0.81,11.88427083,1.81,13.18166667,1.45,12.03166667,0.77,12.61489583,0.65,13.53770833,1.37,13.52208333,1.75,11.681875,0.69,11.22947917,1.46,9.689583333,1.08,9.743229167,0.51,10.5025,0.77,11.711875,1.42,12.9996875,1.59,12.20864583,0.64,12.58052083,0.6,13.31333333,1.08,13.48520833,1.15,11.7496875,0.47,11.530625,1.03,10.314375,0.94,10.12322917,0.26,10.65458333,0.64,11.5875,1.16,12.82697917,1.59,12.32604167,0.56,12.5234375,0.52,13.12125,0.82,13.39729167,0.73,11.62992188,0.73,10.96052083,1.8675,9.260885417,1.0525,9.516979167,0.695,10.41416667,0.78,11.81835938,1.6125,13.08901042,1.5325,12.10552083,0.695,12.58661458,0.635,13.43682292,1.225,13.47364583,1.5625
2_Forest,Forest,2,3865,January,91.02,11.23572917,2.44,8.726458333,4.08,8.671041667,1.38,8.877395833,4.12,11.30229167,2.53,8.746354167,8.71,10.7921875,5.62,12.25322917,3.86,13.38625,4.16,12.493125,8.11,13.98375,3.48,10.98979167,2.36,10.0040625,2.58,9.519791667,0.6,9.478958333,1.32,11.210625,1.16,10.278125,4.59,10.61864583,2.58,11.98083333,1.29,13.1571875,1.55,12.75677083,2.79,13.5784375,1.24,11.0290625,2.06,10.7565625,1.68,10.15666667,0.43,10.07364583,0.43,11.28114583,1.28,11.05875,2.79,10.82583333,1.8,11.9615625,1.07,13.02760417,1.07,12.96354167,1.63,13.40739583,1.16,11.22770833,1.38,11.3475,1.07,10.78520833,0.21,10.68166667,0.26,11.40166667,0.94,11.57010417,1.64,11.13802083,0.95,11.97052083,0.81,12.84375,0.86,13.0159375,0.91,13.24854167,0.9,11.486875,0.82,11.72135417,0.64,11.28072917,0.3,11.13729167,0.22,11.56052083,0.72,11.84947917,0.9,11.454375,0.52,12.00510417,0.6,12.68552083,0.65,12.965,0.51,13.13208333,0.68,11.18335938,1.655,10.95736979,1.4925,10.43559896,0.385,10.34289063,0.5575,11.36348958,1.025,11.18911458,2.48,11.00921875,1.4625,11.97950521,0.9425,12.92851563,1.0325,12.9253125,1.46,13.34161458,0.995
2_Forest,Forest,2,3865,March,91.67,16.68052083,5.92,17.293125,6.26,17.43770833,1.89,16.66802083,4.21,13.74135417,8.96,8.829375,2.96,8.045416667,1.28,6.775833333,5.19,9.3090625,5.84,8.2509375,9.79,9.516354167,18.66,16.20479167,2.83,16.868125,2.91,17.03166667,0.77,16.70833333,2.06,15.00625,5.88,10.48302083,2.36,9.31,0.65,8.1296875,2.92,9.547916667,2.19,9.2534375,5.5,9.785208333,6.47,15.84822917,1.63,16.515625,1.71,16.71864583,0.73,16.63333333,1.33,15.62760417,4.21,11.71916667,2.32,10.305,0.77,9.24,1.98,9.941354167,1.46,10.0671875,3.6,10.23729167,3.86,15.43458333,1.24,16.04833333,1.24,16.33708333,0.68,16.44604167,0.81,15.98833333,2.7,12.93010417,2.23,11.3771875,0.98,10.41645833,1.37,10.47052083,0.99,10.82166667,2.19,10.73927083,2.1,14.88333333,0.81,15.43177083,0.77,15.75489583,0.51,16.016875,0.39,15.94260417,1.33,13.95135417,1.97,12.49885417,1.07,11.59604167,1.07,11.21677083,0.39,11.494375,1.07,11.30479167,0.94,15.59273438,1.6275,16.21596354,1.6575,16.46057292,0.6725,16.45114583,1.1475,15.64119792,3.53,12.27091146,2.22,10.87276042,0.8675,9.845546875,1.835,10.29414063,1.2575,10.40916667,3.09,10.51664063,3.3425
3_Field,Field,3,3870,May,76.86,21.83364583,27.5,24.70447917,28.44,24.386875,28.96,23.55083333,22.95,24.23395833,19.77,23.21427083,10.85,24.41395833,19.57,24.18166667,12.87,24.55333333,16.77,24.0015625,20.55,23.71208333,8.5,19.17166667,1.93,20.50135417,2.06,21.19114583,1.46,21.36760417,1.16,21.80239583,1.28,21.98989583,1.29,22.1378125,0.95,22.58833333,1.37,22.61947917,1.11,22.580625,1.42,22.72604167,1.03,18.999375,1.63,20.18645833,1.81,20.90364583,1.28,21.1365625,0.94,21.52364583,1.12,21.74489583,0.98,21.88708333,0.77,22.32697917,1.03,22.388125,0.86,22.39104167,1.07,22.5053125,0.94,18.83822917,1.33,19.85302083,1.46,20.55166667,1.07,20.82458333,0.77,21.200625,0.99,21.43854167,0.73,21.5975,0.64,21.9978125,0.78,22.08708333,0.65,22.13739583,0.78,22.234375,0.69,18.67125,0.99,19.5671875,1.2,20.2625,0.81,20.5709375,0.64,20.92947917,0.77,21.18229167,0.6,21.34802083,0.51,21.72145833,0.64,21.83895833,0.52,21.91864583,0.51,21.9990625,0.52,18.92013021,1.47,20.02700521,1.6325,20.72723958,1.155,20.97492188,0.8775,21.36403646,1.04,21.58890625,0.9,21.74260417,0.7175,22.15864583,0.955,22.23341146,0.785,22.25692708,0.945,22.36619792,0.795
3_Field,Field,3,3870,February,73.25,11.62989583,0.69,9.390729167,4.63,7.3521875,2.19,8.851354167,3.09,10.48833333,4.85,13.67104167,3.81,14.15989583,4.59,11.72833333,2.32,13.144375,5.11,15.18177083,4.76,13.64322917,6.17,11.87041667,0.99,10.54541667,3.14,8.294791667,1.16,9.153541667,1.25,10.533125,1.08,13.18385417,2.92,14.21958333,2.78,12.06875,1.03,13.1975,1.24,14.91927083,2.92,14.1796875,3.48,11.87385417,0.91,11.17927083,2.11,9.3340625,1.07,9.604270833,0.73,10.61114583,0.95,12.56427083,2.31,13.85791667,1.8,12.35729167,0.77,13.068125,0.86,14.33458333,2.23,14.1884375,2.02,11.9453125,0.64,11.65645833,1.37,10.25447917,0.99,10.16020833,0.43,10.81208333,0.77,12.19270833,1.68,13.52833333,1.71,12.6215625,0.65,12.965,0.73,13.89052083,1.51,14.0609375,1.07,12.02885417,0.52,11.89520833,0.85,10.82041667,0.94,10.53822917,0.26,10.96166667,0.56,11.99177083,1.37,13.28614583,1.58,12.770625,0.69,12.8940625,0.56,13.6009375,1.07,13.90885417,0.6,11.92960938,0.765,11.31908854,1.8675,9.6759375,1.04,9.8640625,0.6675,10.72950521,0.84,12.48315104,2.07,13.72299479,1.9675,12.45455729,0.785,13.03117187,0.8475,14.18632813,1.9325,14.08447917,1.7925
3_Field,Field,3,3870,April_2,77.86,17.56052083,32.78,20.73770833,37.07,20.49322917,19.27,18.9321875,10.55,18.02520833,13.52,21.29395833,20.72,20.73229167,20.59,22.0678125,13.34,20.3553125,12.23,17.70625,5.49,20.49947917,20.42,18.50541667,2.36,18.531875,2.19,19.05729167,1.84,18.8840625,1.28,18.18354167,1.38,18.9134375,1.29,19.436875,0.82,20.21083333,1.33,20.18260417,2.45,18.09125,0.77,19.06427083,0.9,18.62052083,1.85,18.47802083,1.81,18.883125,1.63,18.7928125,1.03,18.2146875,1.07,18.7159375,1.11,19.25291667,0.6,19.91583333,1.25,20.0328125,1.89,18.19958333,0.81,18.96416667,0.77,18.65625,1.41,18.40260417,1.2,18.68875,1.2,18.67708333,0.69,18.23385417,0.81,18.53020833,0.9,19.05114583,0.52,19.614375,0.99,19.8359375,1.33,18.36375,0.82,18.85322917,0.65,18.63395833,1.11,18.31135417,0.77,18.4971875,0.86,18.52145833,0.51,18.20197917,0.64,18.34645833,0.64,18.8146875,0.51,19.33479167,0.86,19.63833333,0.94,18.4678125,0.82,18.72875,0.47,18.60403646,1.6825,18.43096354,1.4925,18.78158854,1.3825,18.71885417,0.8775,18.20851562,0.975,18.62651042,0.985,19.13890625,0.6125,19.76895833,1.1075,19.92242188,1.6525,18.28059896,0.805,18.90260417,0.6975
3_Field,Field,3,3870,March,72.1,18.15927083,14.72,18.43770833,11.37,17.971875,4.29,17.22479167,7.63,14.32802083,11.54,9.832395833,3.43,9.236979167,1.63,7.924375,5.4,10.93427083,21.87,11.15708333,29.22,13.11364583,36.04,17.1159375,3.35,17.8746875,3.65,17.61447917,1.03,17.2853125,2.15,16.35291667,3.61,13.2434375,1.58,12.13125,0.94,10.98416667,1.59,11.300625,1.16,11.7721875,3.31,12.0153125,3.26,16.46666667,2.1,16.99458333,1.84,16.95302083,0.73,16.9321875,1.2,16.46322917,2.92,13.71614583,1.72,12.53083333,0.99,11.4684375,1.33,11.51989583,0.77,12.00583333,2.45,12.16197917,2.36,15.945,1.46,16.47822917,1.33,16.57302083,0.56,16.694375,0.99,16.58510417,2.15,14.244375,1.63,13.00989583,1.07,12.01697917,1.11,11.81802083,0.43,12.26677083,1.67,12.36166667,1.72,15.47552083,1.03,16.01979167,0.94,16.21645833,0.48,16.44072917,0.9,16.630625,1.5,14.69708333,1.67,13.441875,1.03,12.49322917,0.98,12.1115625,0.3,12.46666667,1.16,12.52177083,1.16,16.25078125,1.985,16.84182292,1.94,16.83924479,0.7,16.83815104,1.31,16.50796875,2.545,13.97526042,1.65,12.77846354,1.0075,11.74070313,1.2525,11.68752604,0.665,12.12786458,2.1475,12.26518229,2.125
3_Field,Field,3,3870,April_1,75.04,18.62541667,42.9,22.79635417,38.14,20.70895833,30.8,21.57875,39.64,22.52447917,22.61,22.51614583,28.52,23.86395833,34.83,24.56875,32.56,21.59322917,15.48,20.3734375,6.39,17.6684375,3.99,16.67416667,2.48,17.985625,3.01,18.32760417,2.1,18.73645833,1.33,19.79791667,1.8,20.0259375,1.89,20.65489583,2.49,21.32208333,3.09,20.49,1.29,19.9059375,0.86,18.899375,1.84,16.545,1.67,17.57520833,2.48,17.9996875,1.54,18.371875,1.2,19.29739583,1.59,19.66833333,1.84,20.2003125,1.58,20.82979167,2.27,20.25072917,0.9,19.77645833,0.56,18.98083333,1.46,16.44614583,1.11,17.25270833,2.02,17.70260417,1.2,18.015,0.95,18.84666667,1.29,19.3071875,1.59,19.79020833,1.16,20.38572917,1.76,20.006875,0.64,19.63395833,0.47,19.00416667,1.2,16.33541667,0.82,16.95666667,1.46,17.43427083,0.9,17.72833333,0.73,18.41666667,0.99,18.97885417,1.59,19.4228125,0.9,19.9765625,1.37,19.78635417,0.39,19.50208333,0.43,18.97197917,0.99,16.50018229,1.52,17.44255208,2.2425,17.86604167,1.435,18.21291667,1.0525,19.08966146,1.4175,19.49507813,1.7275,20.01705729,1.5325,20.62854167,2.1225,20.13348958,0.805,19.70460938,0.58,18.96408854,1.3725
3_Field,Field,3,3870,January,72.02,12.32479167,7.85,8.8046875,4.08,9.060416667,2.02,9.253125,5.79,11.74739583,4.55,8.8559375,9.87,11.6053125,10.99,12.734375,6.52,14.0096875,7.3,13.278125,14.67,14.868125,10.55,11.99291667,3.65,10.44416667,2.53,10.0884375,0.86,10.0278125,1.33,11.74072917,1.58,10.71833333,4.59,11.3375,2.7,12.40177083,1.2,13.64166667,2.19,13.33260417,3.86,14.2225,1.8,11.8403125,2.49,11.19791667,1.67,10.68041667,0.52,10.57947917,0.6,11.67260417,1.46,11.44114583,2.66,11.37145833,1.89,12.248125,0.85,13.2803125,1.33,13.33645833,2.15,13.79479167,1.55,11.92958333,1.46,11.75604167,1.07,11.26833333,0.34,11.12395833,0.34,11.76333333,0.99,11.87041667,1.5,11.60854167,1.03,12.23927083,0.6,13.05427083,0.98,13.3065625,1.12,13.56354167,0.99,12.02395833,0.9,12.04166667,0.69,11.61625,0.26,11.46447917,0.26,11.8384375,0.73,12.04958333,0.98,11.78958333,0.56,12.248125,0.6,12.901875,0.72,13.22739583,0.73,13.4153125,0.73,11.94669271,2.125,11.35994792,1.49,10.91335938,0.495,10.79893229,0.6325,11.75377604,1.19,11.51986979,2.4325,11.52677083,1.545,12.28432292,0.8125,13.21953125,1.305,13.30075521,1.965,13.74903646,1.2675
3_Field,Field,3,3870,June,83.34,24.53270833,23.13,26.66552083,18.49,25.19989583,17.16,23.0496875,3.09,23.91114583,12.09,24.68614583,22.73,25.7028125,10.3,24.61302083,7.9,23.38239583,21.92,24.1665625,11.63,25.546875,13.38,23.31177083,1.63,23.97583333,1.63,24.09010417,1.76,23.034375,0.35,23.24739583,0.6,23.52416667,1.07,23.9990625,1.37,23.8984375,1.89,23.01239583,0.77,23.55197917,1.16,23.8278125,1.12,23.153125,1.5,23.64822917,1.33,23.86020833,1.2,23.01770833,0.39,23.13447917,0.52,23.34697917,0.77,23.7534375,1.16,23.73177083,1.5,23.03072917,0.73,23.43260417,0.86,23.64447917,0.86,22.935,1.33,23.33333333,0.99,23.58197917,0.78,22.945,0.38,22.9696875,0.39,23.15375,0.56,23.49541667,0.9,23.53510417,1.11,23.01989583,0.65,23.30302083,0.68,23.4784375,0.65,22.75875,1.28,23.07552083,0.77,23.3525,0.56,22.89635417,0.47,22.86145833,0.3,23.00354167,0.48,23.28979167,0.69,23.38166667,0.9,23.02489583,0.51,23.19802083,0.56,23.33,0.52,23.03966146,1.435,23.50822917,1.18,23.72119792,1.075,22.97335938,0.3975,23.05325521,0.4525,23.25710938,0.72,23.63442708,1.03,23.63674479,1.35,23.02197917,0.665,23.37140625,0.815,23.57018229,0.7875
3_Edge,Edge,3,3875,February,77.65,11.60260417,0.94,8.908645833,5.19,6.623229167,2.87,8.4965625,3.61,10.2346875,2.57,13.09322917,3.13,14.094375,4.42,11.68697917,2.58,13.1165625,3.39,14.90166667,3.61,13.653125,6.95,11.5234375,1.02,10.48708333,2.66,8.318958333,1.12,8.894270833,1.03,10.18395833,0.98,12.05875,2.31,13.6378125,1.76,12.01625,0.94,12.90770833,0.81,14.05958333,1.85,13.9625,2.4,11.5296875,0.9,10.85020833,2.14,8.878229167,1.2,9.161979167,0.78,10.24739583,0.94,11.8771875,2.02,13.50677083,1.68,12.2,0.9,12.86833333,0.81,13.876875,1.63,13.9725,1.8,11.44416667,0.81,11.05833333,1.67,9.329270833,1.25,9.3553125,0.6,10.24520833,0.94,11.63145833,1.76,13.24552083,1.76,12.27208333,0.95,12.7353125,0.77,13.59583333,1.33,13.84895833,1.33,11.45020833,0.69,11.3103125,1.28,9.847604167,1.12,9.637708333,0.39,10.31364583,0.81,11.4721875,1.5,13.00885417,1.59,12.3865625,0.81,12.64375,0.64,13.37520833,1.07,13.7509375,0.86,11.486875,0.855,10.92648438,1.9375,9.093515625,1.1725,9.262317708,0.7,10.24755208,0.9175,11.75989583,1.8975,13.34973958,1.6975,12.21872396,0.9,12.78877604,0.7575,13.726875,1.47,13.88372396,1.5975
3_Edge,Edge,3,3875,January,77.31,11.39979167,3.22,8.6971875,4.29,8.755833333,1.68,8.958958333,4.81,11.55666667,3.99,8.695833333,10.47,10.94270833,4.93,12.59354167,5.32,13.8315625,5.75,12.55447917,7.38,14.5175,5.02,10.925,2.75,9.975625,2.75,9.518125,0.77,9.468854167,1.37,11.38354167,1.55,10.52864583,4.98,10.63364583,2.79,12.1484375,1.38,13.50114583,2.06,12.93916667,3.09,13.94302083,1.59,10.87104167,2.11,10.6928125,1.76,10.0815625,0.56,9.979270833,0.6,11.32354167,1.59,11.24333333,3.05,10.78697917,1.75,12.05447917,1.12,13.28114583,1.45,13.15041667,1.84,13.70802083,1.46,10.8753125,1.51,11.066875,1.11,10.48270833,0.39,10.35916667,0.35,11.22354167,1.25,11.49083333,1.89,10.9196875,0.98,11.87458333,0.91,12.94677083,1.11,13.10260417,1.12,13.43083333,1.12,11.06385417,0.98,11.3853125,0.68,10.90666667,0.3,10.763125,0.3,11.27020833,0.9,11.67604167,1.03,11.17510417,0.56,11.8375,0.78,12.71510417,0.95,13.044375,0.64,13.2465625,0.77,10.93380208,1.8375,10.78015625,1.575,10.24726562,0.505,10.14260417,0.655,11.30020833,1.3225,11.23471354,2.7375,10.87885417,1.52,11.97875,1.0475,13.11104167,1.3925,13.05914063,1.6725,13.58210938,1.235
3_Edge,Edge,3,3875,April_2,79.98,16.534375,8.32,17.51229167,13.99,18.90729167,8.2,18.42645833,6.48,17.36677083,7.43,19.9540625,6.05,19.82177083,5.92,21.235625,10.47,20.13083333,8.02,17.5921875,3.82,19.42854167,7.08,17.90583333,3.44,17.3071875,2.49,17.995,1.84,18.2646875,1.68,17.53697917,1.88,18.5834375,1.59,19.17510417,0.9,19.99125,1.63,20.03177083,2.79,17.87260417,0.81,18.84927083,0.98,18.12916667,2.7,17.38697917,1.89,17.86135417,1.63,18.17541667,1.2,17.60427083,1.42,18.3584375,1.37,19.013125,0.64,19.7559375,1.28,19.9509375,2.02,18.03104167,0.69,18.79885417,0.81,18.184375,2.19,17.36302083,1.42,17.6765625,1.37,17.99802083,0.86,17.5628125,1.16,18.07104167,1.25,18.73541667,0.56,19.38645833,1.16,19.69666667,1.42,18.09416667,0.81,18.60708333,0.78,18.23666667,1.67,17.4,1.03,17.5434375,0.99,17.860625,0.68,17.5621875,0.82,17.86864583,0.98,18.51604167,0.52,19.10197917,0.86,19.4803125,0.81,18.23645833,0.94,18.50958333,0.56,18.11401042,2.5,17.36429688,1.7075,17.76908854,1.4575,18.0746875,1.105,17.5665625,1.32,18.22039063,1.2975,18.85992188,0.655,19.55890625,1.2325,19.78992188,1.76,18.05856771,0.8125,18.69119792,0.7825
